,random_sampling,training_utility_sampling,density_weighted_sampling,margin_sampling,expected_error_reduction,random_meta_sampling,random_sampling_choice,perfect_meta_sampling,perfect_sampling_choice,meta_sampling,meta_sampling_choice
0,0.5570524513218446,0.5421897760572241,0.5805759803921569,0.5654812799585438,0.571969696969697,0.5421897760572241,training_utility_sampling,0.5805759803921569,density_weighted_sampling,0.5421897760572241,training_utility_sampling
1,0.5909928234849751,0.5795701607046837,0.586529749320447,0.5530346029625239,0.549457537303026,0.5416574940377913,density_weighted_sampling,0.586529749320447,density_weighted_sampling,0.5795701607046837,training_utility_sampling
2,0.5354003323902036,0.5807707426474108,0.5796448776906814,0.5466504142945718,0.553921568627451,0.5795701607046837,training_utility_sampling,0.5856326750704555,expected_error_reduction,0.5807707426474108,training_utility_sampling
3,0.5457255652903835,0.5862601005280906,0.5623401534526855,0.5304534623438515,0.6317047785413002,0.5725534644995723,density_weighted_sampling,0.6179530627523329,margin_sampling,0.5862601005280906,training_utility_sampling
4,0.5424560817162074,0.5862601005280906,0.5587862614572715,0.5325689488060622,0.5929241606281936,0.6104929384341149,expected_error_reduction,0.6617616639852907,margin_sampling,0.5862601005280906,training_utility_sampling
5,0.6249336286940632,0.5953808478297584,0.5644659128441258,0.5520612441147453,0.603029697030297,0.601435541180567,density_weighted_sampling,0.6760498549409228,margin_sampling,0.5953808478297584,training_utility_sampling
6,0.6255567424095294,0.582001380628717,0.5638886365425728,0.5520612441147453,0.6011299435028249,0.6363614411281754,margin_sampling,0.6950337466348159,expected_error_reduction,0.582001380628717,training_utility_sampling
7,0.6249336286940632,0.5838135772443693,0.5576538457909981,0.5506679137351098,0.6074476820121419,0.6784300764133138,margin_sampling,0.6941469209719078,density_weighted_sampling,0.5838135772443693,training_utility_sampling
8,0.6193697868396664,0.5954968952821996,0.565526042380044,0.5520612441147453,0.6310219221583252,0.6768659312263963,expected_error_reduction,0.6929632744603309,density_weighted_sampling,0.5954968952821996,training_utility_sampling
9,0.6182952858390909,0.594227910623548,0.5571642988380818,0.5520612441147453,0.6293764343086632,0.6722062072549371,expected_error_reduction,0.7042515429612204,expected_error_reduction,0.594227910623548,training_utility_sampling
